match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2,nation_partner1,nation_partner2
2021-frenchopen-MD101,2021,frenchopen,MD101,P Andujar,P Cuevas,,,,,,,,,,,P Martinez,G Pella,,
2021-frenchopen-MD102,2021,frenchopen,MD102,A Cazaux,S Johnson,,,,,,,,,,,H Gaston,S Querrey,,
2021-frenchopen-MD103,2021,frenchopen,MD103,M Kecmanovic,A Krajicek,,,,,,,,,,,C Ruud,T Sandgren,,
2021-frenchopen-MD104,2021,frenchopen,MD104,L Sonego,S Gille,,,,,,,,,,,A Vavassori,J Vliegen,,
2021-frenchopen-MD105,2021,frenchopen,MD105,H Kontinen,M Arevalo,,,,,,,,,,,E Roger-Vasselin,M Middelkoop,,
2021-frenchopen-MD106,2021,frenchopen,MD106,F Delbonis,A De Minaur,,,,,,,,,,,D Sharan,M Reid,,
2021-frenchopen-MD107,2021,frenchopen,MD107,R Bopanna,N Basilashvili,,,,,,,,,,,F Skugor,A Begemann,,
2021-frenchopen-MD108,2021,frenchopen,MD108,N Monroe,L Kubot,,,,,,,,,,,F Tiafoe,M Melo,,
2021-frenchopen-MD109,2021,frenchopen,MD109,R Ram,S Caruso,,,,,,,,,,,J Salisbury,A Davidovich Fokina,,
2021-frenchopen-MD110,2021,frenchopen,MD110,Q Halys,H Nys,,,,,,,,,,,A Mannarino,T Puetz,,
2021-frenchopen-MD111,2021,frenchopen,MD111,R Arneodo,M Lopez,,,,,,,,,,,B Paire,J Melzer,,
2021-frenchopen-MD112,2021,frenchopen,MD112,M Fucsovics,M Daniell,,,,,,,,,,,S Travaglia,P Oswald,,
2021-frenchopen-MD113,2021,frenchopen,MD113,W Koolhof,F Krajinovic,,,,,,,,,,,Jj Rojer,D Lajovic,,
2021-frenchopen-MD114,2021,frenchopen,MD114,A Bedene,D Koepfer,,,,,,,,,,,J Withrow,E Ruusuvuori,,
2021-frenchopen-MD115,2021,frenchopen,MD115,A Bublik,S Doumbia,,,,,,,,,,,A Golubev,F Reboul,,
2021-frenchopen-MD116,2021,frenchopen,MD116,A Molteni,I Dodig,,,,,,,,,,,F Nielsen,F Polasek,,
2021-frenchopen-MD117,2021,frenchopen,MD117,Ph Herbert,C Norrie,,,,,,,,,,,N Mahut,J O'Mara,,
2021-frenchopen-MD118,2021,frenchopen,MD118,F Coria,J Erlich,,,,,,,,,,,D Schwartzman,L Harris,,
2021-frenchopen-MD119,2021,frenchopen,MD119,R Haase,M Ebden,,,,,,,,,,,Jl Struff,Jp Smith,,
2021-frenchopen-MD120,2021,frenchopen,MD120,B Bonzi,J Peers,,,,,,,,,,,A Hoang,M Venus,,
2021-frenchopen-MD121,2021,frenchopen,MD121,J Chardy,L Musetti,,,,,,,,,,,F Martin,T Paul,,
2021-frenchopen-MD122,2021,frenchopen,MD122,S Bolelli,T Fritz,,,,,,,,,,,M Gonzalez,M Mcdonald,,
2021-frenchopen-MD123,2021,frenchopen,MD123,A Popyrin,T Brkic,,,,,,,,,,,J Thompson,N Cacic,,
2021-frenchopen-MD124,2021,frenchopen,MD124,H Hurkacz,M Granollers,,,,,,,,,,,S Walkow,H Zeballos,,
2021-frenchopen-MD125,2021,frenchopen,MD125,J Murray,L Bambridge,,,,,,,,,,,B Soares,D Inglot,,
2021-frenchopen-MD126,2021,frenchopen,MD126,O Marach,M Demoliner,,,,,,,,,,,Auh Qureshi,S Gonzalez,,
2021-frenchopen-MD127,2021,frenchopen,MD127,J Knowle,Yh Lu,,,,,,,,,,,D Pel,Y Nishioka,,
2021-frenchopen-MD128,2021,frenchopen,MD128,A Behar,K Krawietz,,,,,,,,,,,G Escobar,H Tecau,,
2021-frenchopen-MD129,2021,frenchopen,MD129,R Klaasen,M Bourgue,,,,,,,,,,,B Mclachlan,L Pouille,,
2021-frenchopen-MD130,2021,frenchopen,MD130,M Purcell,G Barrere,,,,,,,,,,,L Saville,A Olivetti,,
2021-frenchopen-MD131,2021,frenchopen,MD131,R Berankis,D Added,,,,,,,,,,,A Ramos-Vinolas,Jw Tsonga,,
2021-frenchopen-MD132,2021,frenchopen,MD132,K Skupski,Js Cabal,,,,,,,,,,,N Skupski,R Farah,,
2021-frenchopen-MD201,2021,frenchopen,MD201,P Andujar,A Cazaux,,,,,,,,,,,P Martinez,H Gaston,,
2021-frenchopen-MD202,2021,frenchopen,MD202,A Krajicek,S Gille,,,,,,,,,,,T Sandgren,J Vliegen,,
2021-frenchopen-MD203,2021,frenchopen,MD203,M Arevalo,A De Minaur,,,,,,,,,,,M Middelkoop,M Reid,,
2021-frenchopen-MD204,2021,frenchopen,MD204,R Bopanna,N Monroe,,,,,,,,,,,F Skugor,F Tiafoe,,
2021-frenchopen-MD205,2021,frenchopen,MD205,R Ram,H Nys,,,,,,,,,,,J Salisbury,T Puetz,,
2021-frenchopen-MD206,2021,frenchopen,MD206,R Arneodo,M Daniell,,,,,,,,,,,B Paire,P Oswald,,
2021-frenchopen-MD207,2021,frenchopen,MD207,W Koolhof,D Koepfer,,,,,,,,,,,Jj Rojer,E Ruusuvuori,,
2021-frenchopen-MD208,2021,frenchopen,MD208,A Bublik,I Dodig,,,,,,,,,,,A Golubev,F Polasek,,
2021-frenchopen-MD209,2021,frenchopen,MD209,Ph Herbert,J Erlich,,,,,,,,,,,N Mahut,L Harris,,
2021-frenchopen-MD210,2021,frenchopen,MD210,R Haase,J Peers,,,,,,,,,,,Jl Struff,M Venus,,
2021-frenchopen-MD211,2021,frenchopen,MD211,J Chardy,S Bolelli,,,,,,,,,,,F Martin,M Gonzalez,,
2021-frenchopen-MD212,2021,frenchopen,MD212,T Brkic,M Granollers,,,,,,,,,,,N Cacic,H Zeballos,,
2021-frenchopen-MD213,2021,frenchopen,MD213,J Murray,O Marach,,,,,,,,,,,B Soares,Auh Qureshi,,
2021-frenchopen-MD214,2021,frenchopen,MD214,Yh Lu,K Krawietz,,,,,,,,,,,Y Nishioka,H Tecau,,
2021-frenchopen-MD215,2021,frenchopen,MD215,R Klaasen,M Purcell,,,,,,,,,,,B Mclachlan,L Saville,,
