match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint
2012-usopen-1101,0:00:00,1,0,0,0,1,0,1,2,1,177,,0,15,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,110,0,0,1,,,,,,
2012-usopen-1101,0:00:28,1,0,0,0,1,0,2,1,1,152,,15,15,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,95,0,0,1,,,,,,
2012-usopen-1101,0:01:03,1,0,0,0,1,0,3,1,1,202,,30,15,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,126,0,0,1,,,,,,
2012-usopen-1101,0:01:20,1,0,0,0,1,0,4,1,1,180,,40,15,8,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,112,0,0,1,,,,,,
2012-usopen-1101,0:01:34,1,1,0,0,1,1,5,1,1,170,,0,0,12,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,21032,106,0,0,2,,,,,,
2012-usopen-1101,0:02:18,1,1,0,0,2,0,6,2,2,180,,0,15,12,4,4,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22410,112,0,0,2,,,,,S,
2012-usopen-1101,0:03:07,1,1,0,0,2,0,7,1,2,136,,15,15,14,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,85,0,0,2,,,,,,
2012-usopen-1101,0:03:38,1,1,0,0,2,0,8,1,2,178,,30,15,15,1,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,21020,111,0,0,2,,,,,,
2012-usopen-1101,0:04:19,1,1,0,0,2,0,9,1,2,0,,40,15,16,1,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,
2012-usopen-1101,0:04:47,1,1,0,0,2,0,10,2,2,154,,40,30,16,4,7,3,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,21510,96,1,0,2,,,,,,
2012-usopen-1101,0:05:18,1,1,0,0,2,0,11,2,2,156,,40,40,16,7,7,4,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,21410,97,1,0,2,,,,,,
2012-usopen-1101,0:05:44,1,1,0,0,2,0,12,2,2,177,,40,AD,15,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,110,0,0,2,,,,,,
2012-usopen-1101,0:06:06,1,1,1,0,2,2,13,2,2,122,,0,0,15,14,7,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21012,76,0,0,1,,,,,,S
2012-usopen-1101,0:06:36,1,1,1,0,3,0,14,1,1,197,,15,0,17,13,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,123,0,0,1,,,,,,M
2012-usopen-1101,0:06:53,1,1,1,0,3,0,15,1,1,186,,30,0,20,13,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,116,0,0,1,,,,,,
