match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2,nation_partner1,nation_partner2
2021-frenchopen-5101,2021,frenchopen,5101,B Krejcikova,A Cornet,,,,,,,,,,,F Polasek,E Roger-Vasselin,,
2021-frenchopen-5102,2021,frenchopen,5102,B Mattek-Sands,G Olmos,,,,,,,,,,,J Murray,Js Cabal,,
2021-frenchopen-5103,2021,frenchopen,5103,Y Xu,D Krawczyk,,,,,,,,,,,B Soares,J Salisbury,,
2021-frenchopen-5104,2021,frenchopen,5104,D Jurak,L Siegemund,,,,,,,,,,,R Farah,S Gille,,
2021-frenchopen-5105,2021,frenchopen,5105,A Guarachi,Hc Chan,,,,,,,,,,,N Skupski,J Peers,,
2021-frenchopen-5106,2021,frenchopen,5106,L Chan,D Schuurs,,,,,,,,,,,I Dodig,W Koolhof,,
2021-frenchopen-5107,2021,frenchopen,5107,E Vesnina,G Dabrowski,,,,,,,,,,,A Karatsev,L Saville,,
2021-frenchopen-5108,2021,frenchopen,5108,C Garcia,N Melichar,,,,,,,,,,,N Mahut,R Ram,,
2021-frenchopen-5201,2021,frenchopen,5201,B Krejcikova,G Olmos,,,,,,,,,,,F Polasek,Js Cabal,,
2021-frenchopen-5202,2021,frenchopen,5202,D Krawczyk,D Jurak,,,,,,,,,,,J Salisbury,R Farah,,
2021-frenchopen-5203,2021,frenchopen,5203,A Guarachi,D Schuurs,,,,,,,,,,,N Skupski,W Koolhof,,
2021-frenchopen-5204,2021,frenchopen,5204,E Vesnina,N Melichar,,,,,,,,,,,A Karatsev,R Ram,,
2021-frenchopen-5301,2021,frenchopen,5301,G Olmos,D Krawczyk,,,,,,,,,,,Js Cabal,J Salisbury,,
2021-frenchopen-5302,2021,frenchopen,5302,D Schuurs,E Vesnina,,,,,,,,,,,W Koolhof,A Karatsev,,
2021-frenchopen-5401,2021,frenchopen,5401,D Krawczyk,E Vesnina,,,,,,,,,,,J Salisbury,A Karatsev,,
