match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2
2014-frenchopen-1101,2014,frenchopen,1101,Rafael Nadal,Robby Ginepri,,,,,,,,,,
2014-frenchopen-1102,2014,frenchopen,1102,Paul-Henri Mathieu,Dominic Thiem,,,,,,,,,,
2014-frenchopen-1103,2014,frenchopen,1103,James Duckworth,Leonardo Mayer,,,,,,,,,,
2014-frenchopen-1104,2014,frenchopen,1104,Teymuraz Gabashvili,Vasek Pospisil,,,,,,,,,,
2014-frenchopen-1105,2014,frenchopen,1105,Nicolas Almagro,Jack Sock,,,,,,,,,,
2014-frenchopen-1106,2014,frenchopen,1106,Steve Johnson,Laurent Lokoli,,,,,,,,,,
2014-frenchopen-1107,2014,frenchopen,1107,Dusan Lajovic,Federico Delbonis,,,,,,,,,,
2014-frenchopen-1108,2014,frenchopen,1108,Jurgen Zopp,Tommy Haas,,,,,,,,,,
2014-frenchopen-1109,2014,frenchopen,1109,Grigor Dimitrov,Ivo Karlovic,,,,,,,,,,
2014-frenchopen-1110,2014,frenchopen,1110,Andreas Haider-Maurer,Daniel Brands,,,,,,,,,,
2014-frenchopen-1111,2014,frenchopen,1111,Axel Michon,Bradley Klahn,,,,,,,,,,
2014-frenchopen-1112,2014,frenchopen,1112,Stephane Robert,Kevin Anderson,,,,,,,,,,
2014-frenchopen-1113,2014,frenchopen,1113,Andreas Seppi,Santiago Giraldo,,,,,,,,,,
2014-frenchopen-1114,2014,frenchopen,1114,Juan Monaco,Lucas Pouille,,,,,,,,,,
2014-frenchopen-1115,2014,frenchopen,1115,Simone Bolelli,Andrea Arnaboldi,,,,,,,,,,
2014-frenchopen-1116,2014,frenchopen,1116,Igor Sijsling,David Ferrer,,,,,,,,,,
2014-frenchopen-1117,2014,frenchopen,1117,Stan Wawrinka,Guillermo Garcia-Lopez,,,,,,,,,,
2014-frenchopen-1118,2014,frenchopen,1118,Adrian Mannarino,Yen-Hsun Lu,,,,,,,,,,
2014-frenchopen-1119,2014,frenchopen,1119,Donald Young,Dudi Sela,,,,,,,,,,
2014-frenchopen-1120,2014,frenchopen,1120,Damir Dzumhur,Feliciano Lopez,,,,,,,,,,
2014-frenchopen-1121,2014,frenchopen,1121,Gael Monfils,Victor Hanescu,,,,,,,,,,
2014-frenchopen-1122,2014,frenchopen,1122,Albano Olivetti,Jan-Lennard Struff,,,,,,,,,,
2014-frenchopen-1123,2014,frenchopen,1123,Benjamin Becker,Thomaz Bellucci,,,,,,,,,,
2014-frenchopen-1124,2014,frenchopen,1124,Andreas Beck,Fabio Fognini,,,,,,,,,,
2014-frenchopen-1125,2014,frenchopen,1125,Richard Gasquet,Bernard Tomic,,,,,,,,,,
2014-frenchopen-1126,2014,frenchopen,1126,Lleyton Hewitt,Carlos Berlocq,,,,,,,,,,
2014-frenchopen-1127,2014,frenchopen,1127,Matthew Ebden,Pablo Cuevas,,,,,,,,,,
2014-frenchopen-1128,2014,frenchopen,1128,Michael Llodra,Fernando Verdasco,,,,,,,,,,
2014-frenchopen-1129,2014,frenchopen,1129,Philipp Kohlschreiber,Pere Riba,,,,,,,,,,
2014-frenchopen-1130,2014,frenchopen,1130,Sergiy Stakhovsky,Denis Istomin,,,,,,,,,,
2014-frenchopen-1131,2014,frenchopen,1131,Marinko Matosevic,Dustin Brown,,,,,,,,,,
2014-frenchopen-1132,2014,frenchopen,1132,Andrey Golubev,Andy Murray,,,,,,,,,,
