match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2
2022-usopen-3101,2022,usopen,3101,Rajeev Ram,Federico Coria,,,,,,,,,,,Joe Salisbury,Cristian Rodriguez
2022-usopen-3102,2022,usopen,3102,Sander Gille,Aslan Karatsev,,,,,,,,,,,Lukasz Kubot,Luke Saville
2022-usopen-3103,2022,usopen,3103,Nicholas Monroe,Marton Fucsovics,,,,,,,,,,,Keegan Smith,Alex Molcan
2022-usopen-3104,2022,usopen,3104,Nikola Cacic,Simone Bolelli,,,,,,,,,,,Ramkumar Ramanathan,Fabio Fognini
2022-usopen-3105,2022,usopen,3105,Jamie Murray,Hunter Reese,,,,,,,,,,,Bruno Soares,Max Schnur
2022-usopen-3106,2022,usopen,3106,Hugo Nys,Fabrice Martin,,,,,,,,,,,Jan Zielinski,Jonny O'Mara
2022-usopen-3107,2022,usopen,3107,Albert Ramos Vinolas,Ariel Behar,,,,,,,,,,,Bernabe Zapata Miralles,Gonzalo Escobar
2022-usopen-3108,2022,usopen,3108,Daniel Altmaier,Ivan Dodig,,,,,,,,,,,Thiago Monteiro,Austin Krajicek
2022-usopen-3109,2022,usopen,3109,Tim Puetz,Andrey Golubev,,,,,,,,,,,Michael Venus,Pedro Martinez
2022-usopen-3110,2022,usopen,3110,Nuno Borges,Nicolas Barrientos,,,,,,,,,,,Francisco Cabral,Miguel Angel Reyes Varela
2022-usopen-3111,2022,usopen,3111,Diego Hidalgo,Rafael Matos,,,,,,,,,,,Fabien Reboul,David Vega Hernandez
2022-usopen-3112,2022,usopen,3112,Sebastian Gorzny,Juan Sebastian Cabal,,,,,,,,,,,Alex Michelsen,Robert Farah
2022-usopen-3113,2022,usopen,3113,Lloyd Glasspool,William Blumberg,,,,,,,,,,,Harri Heliovaara,Miomir Kecmanovic
2022-usopen-3114,2022,usopen,3114,Tomislav Brkic,Raven Klaasen,,,,,,,,,,,Maximo Gonzalez,Marcelo Melo
2022-usopen-3115,2022,usopen,3115,Ben McLachlan,Andre Goransson,,,,,,,,,,,Franko Skugor,Yoshihito Nishioka
