match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2
2011-frenchopen-1101,2011,frenchopen,1101,Rafael Nadal,John Isner,Complete,1,event_MS,round_1,Court Philippe Chatrier,A,atpn409,atpi186,ESP,USA
2011-frenchopen-1104,2011,frenchopen,1104,Denis Gremelmayr,Nikolay Davydenko,Complete,2,event_MS,round_1,Court 6,H,atpg512,atpd402,GER,RUS
2011-frenchopen-1105,2011,frenchopen,1105,Sam Querrey,Philipp Kohlschreiber,Complete,1,event_MS,round_1,Court 7,I,atpq927,atpk435,USA,GER
2011-frenchopen-1106,2011,frenchopen,1106,Ivan Ljubicic,Somdev Devvarman,Complete,1,event_MS,round_1,Court 3,E,atpl360,atpd616,CRO,IND
2011-frenchopen-1108,2011,frenchopen,1108,Juan Monaco,Fernando Verdasco,Complete,2,event_MS,round_1,Court 2,D,atpma21,atpv306,ARG,ESP
2011-frenchopen-1109,2011,frenchopen,1109,Mardy Fish,Ricardo Mello,Complete,1,event_MS,round_1,Court 7,I,atpf339,atpm708,USA,BRA
2011-frenchopen-1111,2011,frenchopen,1111,Jeremy Chardy,Grigor DiMitrov,Complete,1,event_MS,round_1,Court 1,C,atpca12,atpd875,FRA,BUL
2011-frenchopen-1112,2011,frenchopen,1112,Michael Russell,Gilles Simon,Complete,2,event_MS,round_1,Court Philippe Chatrier,A,atpr368,atpsd32,USA,FRA
2011-frenchopen-1113,2011,frenchopen,1113,Marcos Baghdatis,Frederico Gil,Complete,1,event_MS,round_1,Court 2,D,atpb837,atpg717,CYP,POR
2011-frenchopen-1116,2011,frenchopen,1116,Ryan Harrison,Robin Soderling,Complete,2,event_MS,round_1,Court Suzanne Lenglen,B,atph940,atpsa49,USA,SWE
2011-frenchopen-1117,2011,frenchopen,1117,Andy Murray,Eric Prodon,Complete,1,event_MS,round_1,Court Suzanne Lenglen,B,atpmc10,atpp487,GBR,FRA
2011-frenchopen-1119,2011,frenchopen,1119,Arnaud Clement,Filippo Volandri,Complete,1,event_MS,round_1,Court 2,D,atpc487,atpv254,FRA,ITA
2011-frenchopen-1121,2011,frenchopen,1121,Alexandr Dolgopolov,Rainer Schuettler,Complete,1,event_MS,round_1,Court 6,H,atpd801,atps636,UKR,GER
2011-frenchopen-1124,2011,frenchopen,1124,Julian Reister,Viktor Troicki,Complete,2,event_MS,round_1,Court 6,H,atpr782,atpt840,GER,SRB
2011-frenchopen-1125,2011,frenchopen,1125,Nicolas Almagro,Lukasz Kubot,Complete,2,event_MS,round_1,Court 6,H,atpa479,atpk540,ESP,POL
2011-frenchopen-1129,2011,frenchopen,1129,Kevin Anderson,Nicolas Mahut,Complete,1,event_MS,round_1,Court 7,I,atpa678,atpm873,RSA,FRA
2011-frenchopen-1131,2011,frenchopen,1131,Edouard Roger-Vasselin,Lukas Rosol,Complete,2,event_MS,round_1,Court 3,E,atpr613,atpr685,FRA,CZE
2011-frenchopen-1132,2011,frenchopen,1132,Andreas Beck,Jurgen Melzer,Complete,2,event_MS,round_1,Court 1,C,atpba86,atpm762,GER,AUT
2011-frenchopen-1133,2011,frenchopen,1133,David Ferrer,Jarkko Nieminen,Complete,1,event_MS,round_1,Court Philippe Chatrier,A,atpf401,atpn289,ESP,FIN
2011-frenchopen-1134,2011,frenchopen,1134,Julien Benneteau,Rui Machado,Complete,1,event_MS,round_1,Court Suzanne Lenglen,B,atpb747,atpma49,FRA,POR
2011-frenchopen-1135,2011,frenchopen,1135,Kei Nishikori,Yen-Hsun Lu,Complete,1,event_MS,round_1,Court 2,D,atpn552,atpl575,JPN,TPE
2011-frenchopen-1136,2011,frenchopen,1136,David Guez,Sergiy Stakhovsky,Complete,2,event_MS,round_1,Court 1,C,atpg753,atpsc77,FRA,UKR
2011-frenchopen-1137,2011,frenchopen,1137,Michael Llodra,Steve Darcis,Complete,2,event_MS,round_1,Court 1,C,atpl428,atpd632,FRA,BEL
2011-frenchopen-1139,2011,frenchopen,1139,Adrian Mannarino,Guillaume Rufin,Complete,2,event_MS,round_1,Court 2,D,atpme82,atpra17,FRA,FRA
2011-frenchopen-1140,2011,frenchopen,1140,Bjorn Phau,Gael Monfils,Complete,2,event_MS,round_1,Court Suzanne Lenglen,B,atpp436,atpmc65,GER,FRA
2011-frenchopen-1141,2011,frenchopen,1141,Stanislas Wawrinka,Augustin Gensse,Complete,1,event_MS,round_1,Court 1,C,atpw367,atpg695,SUI,FRA
2011-frenchopen-1143,2011,frenchopen,1143,Florent Serra,Igor Andreev,Complete,2,event_MS,round_1,Court 3,E,atps963,atpa511,FRA,RUS
2011-frenchopen-1144,2011,frenchopen,1144,Jan Hajek,Jo-Wilfried Tsonga,Complete,2,event_MS,round_1,Court Philippe Chatrier,A,atph571,atpt786,CZE,FRA
2011-frenchopen-1147,2011,frenchopen,1147,Vincent Millot,Maxime Teixeira,Complete,2,event_MS,round_1,Court 3,E,atpme31,atpt999,FRA,FRA
2011-frenchopen-1148,2011,frenchopen,1148,Feliciano Lopez,Roger Federer,Complete,2,event_MS,round_1,Court Philippe Chatrier,A,atpl397,atpf324,ESP,SUI
2011-frenchopen-1149,2011,frenchopen,1149,Tomas Berdych,Stephane Robert,Complete,2,event_MS,round_1,Court 2,D,atpba47,atpr612,CZE,FRA
2011-frenchopen-1150,2011,frenchopen,1150,Fabio Fognini,Denis Istomin,Complete,1,event_MS,round_1,Court 6,H,atpf510,atpi165,ITA,UZB
2011-frenchopen-1152,2011,frenchopen,1152,Robert Kendrick,Guillermo Garcia-Lopez,Complete,2,event_MS,round_1,Court 6,H,atpk448,atpg476,USA,ESP
2011-frenchopen-1153,2011,frenchopen,1153,Marin Cilic,Ruben Ramirez Hidalgo,Complete,2,event_MS,round_1,Court 7,I,atpc977,atpr383,CRO,ESP
2011-frenchopen-1154,2011,frenchopen,1154,Marc Gicquel,Albert Montanes,Complete,2,event_MS,round_1,Court Suzanne Lenglen,B,atpg436,atpm824,FRA,ESP
2011-frenchopen-1156,2011,frenchopen,1156,Go Soeda,Mikhail Youzhny,Complete,2,event_MS,round_1,Court 3,E,atpsc47,atpy061,JPN,RUS
2011-frenchopen-1157,2011,frenchopen,1157,Richard Gasquet,Radek Stepanek,Complete,1,event_MS,round_1,Court Suzanne Lenglen,B,atpg628,atps694,FRA,CZE
2011-frenchopen-1159,2011,frenchopen,1159,Teymuraz Gabashvili,Andreas Seppi,Complete,2,event_MS,round_1,Court 3,E,atpg681,atpsa93,RUS,ITA
2011-frenchopen-1161,2011,frenchopen,1161,Juan Martin Del Potro,Ivo Karlovic,Complete,1,event_MS,round_1,Court 1,C,atpd683,atpk336,ARG,CRO
2011-frenchopen-1162,2011,frenchopen,1162,Ernests Gulbis,Blaz Kavcic,Complete,2,event_MS,round_1,Court 7,I,atpg858,atpk834,LAT,SLO
2011-frenchopen-1163,2011,frenchopen,1163,Benoit Paire,Victor Hanescu,Complete,2,event_MS,round_1,Court 7,I,atppd31,atph528,FRA,ROU
2011-frenchopen-1164,2011,frenchopen,1164,Thiemo De Bakker,Novak Djokovic,Complete,2,event_MS,round_1,Court Philippe Chatrier,A,atpd776,atpd643,NED,SRB
