match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2,nation_partner1,nation_partner2
2020-ausopen-MD101,2020,ausopen,MD101,P. Herbert,S. Bolelli,,,,,,,,,FRA,ITA,N. Mahut,B. Paire,FRA,FRA
2020-ausopen-MD102,2020,ausopen,MD102,S. Gille,P. Andujar,,,,,,,,,BEL,ESP,J. Vliegen,F. Lopez,BEL,ESP
2020-ausopen-MD103,2020,ausopen,MD103,H. Kontinen,A. Seppi,,,,,,,,,FIN,ITA,J. Struff,L. Sonego,GER,ITA
2020-ausopen-MD104,2020,ausopen,MD104,N. Cacic,M. Gonzalez,,,,,,,,,SRB,ARG,D. Lajovic,F. Martin,SRB,FRA
2020-ausopen-MD105,2020,ausopen,MD105,R. Ram,D. Evans,,,,,,,,,USA,GBR,J. Salisbury,J. Smith,GBR,AUS
2020-ausopen-MD106,2020,ausopen,MD106,M. Demoliner,T. Sandgren,,,,,,,,,BRA,USA,M. Middelkoop,J. Withrow,NED,USA
2020-ausopen-MD107,2020,ausopen,MD107,J. Chardy,P. Cuevas,,,,,,,,,FRA,URU,R. Lindstedt,G. Pella,SWE,ARG
2020-ausopen-MD108,2020,ausopen,MD108,M. Daniell,M. Granollers,,,,,,,,,NZL,ESP,P. Oswald,H. Zeballos,AUT,ARG
2020-ausopen-MD109,2020,ausopen,MD109,K. Krawietz,A. Bublik,,,,,,,,,GER,KAZ,A. Mies,M. Kukushkin,GER,KAZ
2020-ausopen-MD110,2020,ausopen,MD110,L. Hewitt,J. Nam,,,,,,,,,AUS,KOR,J. Thompson,M. Song,AUS,KOR
2020-ausopen-MD111,2020,ausopen,MD111,S. Johnson,C. Hsieh,,,,,,,,,USA,TPE,S. Querrey,Y. Lu,USA,TPE
2020-ausopen-MD112,2020,ausopen,MD112,H. Hurkacz,J. Murray,,,,,,,,,POL,GBR,V. Pospisil,N. Skupski,CAN,GBR
2020-ausopen-MD113,2020,ausopen,MD113,M. Pavic,L. Bambridge,,,,,,,,,CRO,GBR,B. Soares,B. McLachlan,BRA,JPN
2020-ausopen-MD114,2020,ausopen,MD114,D. Sharan,P. Carreno Busta,,,,,,,,,IND,ESP,A. Sitak,J. Sousa,NZL,POR
2020-ausopen-MD115,2020,ausopen,MD115,J. Duckworth,A. Harris,,,,,,,,,AUS,AUS,M. Polmans,C. O'Connell,AUS,AUS
2020-ausopen-MD116,2020,ausopen,MD116,M. Cecchinato,W. Koolhof,,,,,,,,,ITA,NED,L. Djere,N. Mektic,SRB,CRO
2020-ausopen-MD117,2020,ausopen,MD117,J. Peers,F. Nielsen,,,,,,,,,AUS,DEN,M. Venus,T. Puetz,NZL,GER
2020-ausopen-MD118,2020,ausopen,MD118,A. Bedene,F. Delbonis,,,,,,,,,SLO,ARG,A. Behar,L. Mayer,URU,ARG
2020-ausopen-MD119,2020,ausopen,MD119,M. Arevalo,H. Dellien,,,,,,,,,ESA,BOL,J. O'Mara,J. Londero,GBR,ARG
2020-ausopen-MD120,2020,ausopen,MD120,S. Arends,J. Melzer,,,,,,,,,NED,AUT,R. Berankis,E. Roger-Vasselin,LTU,FRA
2020-ausopen-MD121,2020,ausopen,MD121,B. Bryan,R. Bopanna,,,,,,,,,USA,IND,M. Bryan,Y. Uchiyama,USA,JPN
2020-ausopen-MD122,2020,ausopen,MD122,T. Fritz,J. Cabal,,,,,,,,,USA,COL,T. Paul,J. Munar,USA,ESP
2020-ausopen-MD123,2020,ausopen,MD123,C. Guccione,M. Lopez,,,,,,,,,AUS,ESP,M. Reid,A. Ramos-Vinolas,AUS,ESP
2020-ausopen-MD124,2020,ausopen,MD124,B. Ellis,I. Dodig,,,,,,,,,AUS,CRO,A. Popyrin,F. Polasek,AUS,SVK
2020-ausopen-MD125,2020,ausopen,MD125,J. Rojer,D. Inglot,,,,,,,,,NED,GBR,H. Tecau,A. Qureshi,ROU,PAK
2020-ausopen-MD126,2020,ausopen,MD126,M. Purcell,A. Rublev,,,,,,,,,AUS,RUS,L. Saville,A. Vasilevski,AUS,BLR
2020-ausopen-MD127,2020,ausopen,MD127,A. Molteni,A. Bolt,,,,,,,,,ARG,AUS,H. Nys,M. Ebden,MON,AUS
2020-ausopen-MD128,2020,ausopen,MD128,M. Kecmanovic,R. Klaasen,,,,,,,,,SRB,RSA,C. Ruud,O. Marach,NOR,AUT
2020-ausopen-MD129,2020,ausopen,MD129,A. Krajicek,R. Jebavy,,,,,,,,,USA,CZE,F. Skugor,I. Zelenay,CRO,SVK
2020-ausopen-MD130,2020,ausopen,MD130,G. Barrere,U. Humbert,,,,,,,,,FRA,FRA,A. Mannarino,F. Tiafoe,FRA,USA
2020-ausopen-MD131,2020,ausopen,MD131,S. Kwon,S. Gonzalez,,,,,,,,,KOR,MEX,J. Millman,K. Skupski,AUS,GBR
2020-ausopen-MD132,2020,ausopen,MD132,G. Duran,L. Kubot,,,,,,,,,ARG,POL,D. Schwartzman,M. Melo,ARG,BRA
2020-ausopen-MD201,2020,ausopen,MD201,S. Bolelli,S. Gille,,,,,,,,,ITA,BEL,B. Paire,J. Vliegen,FRA,BEL
2020-ausopen-MD202,2020,ausopen,MD202,H. Kontinen,M. Gonzalez,,,,,,,,,FIN,ARG,J. Struff,F. Martin,GER,FRA
2020-ausopen-MD203,2020,ausopen,MD203,R. Ram,T. Sandgren,,,,,,,,,USA,USA,J. Salisbury,J. Withrow,GBR,USA
2020-ausopen-MD204,2020,ausopen,MD204,P. Cuevas,M. Granollers,,,,,,,,,URU,ESP,G. Pella,H. Zeballos,ARG,ARG
2020-ausopen-MD205,2020,ausopen,MD205,A. Bublik,J. Nam,,,,,,,,,KAZ,KOR,M. Kukushkin,M. Song,KAZ,KOR
2020-ausopen-MD206,2020,ausopen,MD206,S. Johnson,J. Murray,,,,,,,,,USA,GBR,S. Querrey,N. Skupski,USA,GBR
2020-ausopen-MD207,2020,ausopen,MD207,M. Pavic,D. Sharan,,,,,,,,,CRO,IND,B. Soares,A. Sitak,BRA,NZL
2020-ausopen-MD208,2020,ausopen,MD208,J. Duckworth,W. Koolhof,,,,,,,,,AUS,NED,M. Polmans,N. Mektic,AUS,CRO
2020-ausopen-MD209,2020,ausopen,MD209,J. Peers,F. Delbonis,,,,,,,,,AUS,ARG,M. Venus,L. Mayer,NZL,ARG
2020-ausopen-MD210,2020,ausopen,MD210,M. Arevalo,J. Melzer,,,,,,,,,ESA,AUT,J. O'Mara,E. Roger-Vasselin,GBR,FRA
2020-ausopen-MD211,2020,ausopen,MD211,B. Bryan,J. Cabal,,,,,,,,,USA,COL,M. Bryan,J. Munar,USA,ESP
2020-ausopen-MD212,2020,ausopen,MD212,C. Guccione,I. Dodig,,,,,,,,,AUS,CRO,M. Reid,F. Polasek,AUS,SVK
2020-ausopen-MD213,2020,ausopen,MD213,J. Rojer,M. Purcell,,,,,,,,,NED,AUS,H. Tecau,L. Saville,ROU,AUS
2020-ausopen-MD214,2020,ausopen,MD214,A. Molteni,R. Klaasen,,,,,,,,,ARG,RSA,H. Nys,O. Marach,MON,AUT
2020-ausopen-MD215,2020,ausopen,MD215,A. Krajicek,G. Barrere,,,,,,,,,USA,FRA,F. Skugor,A. Mannarino,CRO,FRA
2020-ausopen-MD216,2020,ausopen,MD216,S. Gonzalez,L. Kubot,,,,,,,,,MEX,POL,K. Skupski,M. Melo,GBR,BRA
2020-ausopen-MD301,2020,ausopen,MD301,S. Bolelli,H. Kontinen,,,,,,,,,ITA,FIN,B. Paire,J. Struff,FRA,GER
2020-ausopen-MD302,2020,ausopen,MD302,R. Ram,M. Granollers,,,,,,,,,USA,ESP,J. Salisbury,H. Zeballos,GBR,ARG
2020-ausopen-MD303,2020,ausopen,MD303,A. Bublik,S. Johnson,,,,,,,,,KAZ,USA,M. Kukushkin,S. Querrey,KAZ,USA
2020-ausopen-MD304,2020,ausopen,MD304,M. Pavic,J. Duckworth,,,,,,,,,CRO,AUS,B. Soares,M. Polmans,BRA,AUS
2020-ausopen-MD305,2020,ausopen,MD305,J. Peers,M. Arevalo,,,,,,,,,AUS,ESA,M. Venus,J. O'Mara,NZL,GBR
2020-ausopen-MD306,2020,ausopen,MD306,B. Bryan,I. Dodig,,,,,,,,,USA,CRO,M. Bryan,F. Polasek,USA,SVK
2020-ausopen-MD307,2020,ausopen,MD307,M. Purcell,A. Molteni,,,,,,,,,AUS,ARG,L. Saville,H. Nys,AUS,MON
2020-ausopen-MD308,2020,ausopen,MD308,A. Krajicek,S. Gonzalez,,,,,,,,,USA,MEX,F. Skugor,K. Skupski,CRO,GBR
2020-ausopen-MD401,2020,ausopen,MD401,H. Kontinen,R. Ram,,,,,,,,,FIN,USA,J. Struff,J. Salisbury,GER,GBR
2020-ausopen-MD402,2020,ausopen,MD402,A. Bublik,J. Duckworth,,,,,,,,,KAZ,AUS,M. Kukushkin,M. Polmans,KAZ,AUS
2020-ausopen-MD403,2020,ausopen,MD403,M. Arevalo,I. Dodig,,,,,,,,,ESA,CRO,J. O'Mara,F. Polasek,GBR,SVK
2020-ausopen-MD404,2020,ausopen,MD404,M. Purcell,S. Gonzalez,,,,,,,,,AUS,MEX,L. Saville,K. Skupski,AUS,GBR
2020-ausopen-MD501,2020,ausopen,MD501,R. Ram,A. Bublik,,,,,,,,,USA,KAZ,J. Salisbury,M. Kukushkin,GBR,KAZ
2020-ausopen-MD502,2020,ausopen,MD502,I. Dodig,M. Purcell,,,,,,,,,CRO,AUS,F. Polasek,L. Saville,SVK,AUS
2020-ausopen-MD601,2020,ausopen,MD601,R. Ram,M. Purcell,,,,,,,,,USA,AUS,J. Salisbury,L. Saville,GBR,AUS
2020-ausopen-WD101,2020,ausopen,WD101,S. Hsieh,M. Bouzkova,,,,,,,,,TPE,CZE,B. Strycova,T. Zidansek,CZE,SLO
2020-ausopen-WD102,2020,ausopen,WD102,L. Davis,D. Aiava,,,,,,,,,USA,AUS,V. Golubic,L. Cabrera,SUI,AUS
2020-ausopen-WD103,2020,ausopen,WD103,D. Jurak,K. Bondarenko,,,,,,,,,CRO,UKR,N. Stojanovic,A. Krunic,SRB,SRB
2020-ausopen-WD104,2020,ausopen,WD104,M. Inglis,L. Kichenok,,,,,,,,,AUS,UKR,K. McPhee,Z. Yang,AUS,CHN
