match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2
2023-usopen-3101,2023,usopen,3101,Wesley Koolhof,Christopher Eubanks,,,,,,,,,,,Neal Skupski,Ben Shelton
2023-usopen-3102,2023,usopen,3102,Juan Sebastian Cabal,Nicholas Godsick,,,,,,,,,,,Robert Farah,Ethan Quinn
2023-usopen-3103,2023,usopen,3103,Ariel Behar,Philipp Oswald,,,,,,,,,,,Adam Pavlasek,Botic van De Zandschulp
2023-usopen-3104,2023,usopen,3104,Guillermo Duran,Nathaniel Lammons,,,,,,,,,,,Tomas Martin Etcheverry,Jackson Withrow
2023-usopen-3105,2023,usopen,3105,Kevin Krawietz,Gregoire Barrere,,,,,,,,,,,Tim Puetz,Quentin Halys
2023-usopen-3106,2023,usopen,3106,William Blumberg,Julian Cash,,,,,,,,,,,Steve Johnson,Henry Patten
2023-usopen-3107,2023,usopen,3107,Andrey Golubev,Aleksandar Kovacevic,,,,,,,,,,,Roman Safiullin,Nicolas Moreno De Alboran
2023-usopen-3108,2023,usopen,3108,Christopher O'Connell,Rohan Bopanna,,,,,,,,,,,Aleksandar Vukic,Matthew Ebden
2023-usopen-3109,2023,usopen,3109,Marcelo Arevalo,Denys Molchanov,,,,,,,,,,,Jean Julien Rojer,David Pel
2023-usopen-3110,2023,usopen,3110,Sebastian Baez,Matteo Arnaldi,,,,,,,,,,,Luis David Martinez,Bart Stevens
2023-usopen-3111,2023,usopen,3111,Robert Galloway,John Isner,,,,,,,,,,,Albano Olivetti,Jack Sock
2023-usopen-3112,2023,usopen,3112,Marcelo Melo,Lloyd Glasspool,,,,,,,,,,,John Peers,Harri Heliovaara
2023-usopen-3113,2023,usopen,3113,Jamie Murray,Gonzalo Escobar,,,,,,,,,,,Michael Venus,Aleksandr Nedovyesov
2023-usopen-3114,2023,usopen,3114,Pierre Hugues Herbert,Marton Fucsovics,,,,,,,,,,,Nicolas Mahut,Alexei Popyrin
2023-usopen-3115,2023,usopen,3115,Max Purcell,Lloyd Harris,,,,,,,,,,,Jordan Thompson,Miomir Kecmanovic
2023-usopen-3116,2023,usopen,3116,Daniel Elahi Galan,Marcel Granollers,,,,,,,,,,,Zhizhen Zhang,Horacio Zeballos
2023-usopen-3117,2023,usopen,3117,Maximo Gonzalez,Pedro Cachin,,,,,,,,,,,Andres Molteni,Juan Pablo Varillas
2023-usopen-3118,2023,usopen,3118,Adrian Mannarino,Eliot Spizzirri,,,,,,,,,,,Arthur Rinderknech,Tyler Zink
2023-usopen-3119,2023,usopen,3119,Tallon Griekspoor,Alexander Frusina,,,,,,,,,,,Thanasi Kokkinakis,Adhithya Ganesan
2023-usopen-3120,2023,usopen,3120,Francisco Cabral,Sander Gille,,,,,,,,,,,Rafael Matos,Joran Vliegen
2023-usopen-3121,2023,usopen,3121,Robin Haase,Nikola Cacic,,,,,,,,,,,Nikola Mektic,Victor Vlad Cornea
2023-usopen-3122,2023,usopen,3122,Mackenzie McDonald,Arthur Fils,,,,,,,,,,,Andreas Mies,Luca Van Assche
2023-usopen-3123,2023,usopen,3123,Ben McLachlan,Alexander Erler,,,,,,,,,,,Yoshihito Nishioka,Lucas Miedler
2023-usopen-3124,2023,usopen,3124,Simone Bolelli,Rajeev Ram,,,,,,,,,,,Andrea Vavassori,Joe Salisbury
2023-usopen-3125,2023,usopen,3125,Santiago Gonzalez,Maxime Cressy,,,,,,,,,,,Edouard Roger Vasselin,Fabrice Martin
2023-usopen-3126,2023,usopen,3126,Nicolas Barrientos,Romain Arneodo,,,,,,,,,,,Andre Goransson,Sam Weissborn
2023-usopen-3127,2023,usopen,3127,Aslan Karatsev,Laslo Djere,,,,,,,,,,,Saketh Myneni,Marc Andrea Huesler
2023-usopen-3128,2023,usopen,3128,Yuki Bhambri,Hugo Nys,,,,,,,,,,,Marcelo Demoliner,Jan Zielinski
2023-usopen-3129,2023,usopen,3129,Matwe Middelkoop,Sadio Doumbia,,,,,,,,,,,Mate Pavic,Fabien Reboul
2023-usopen-3130,2023,usopen,3130,Alexandre Muller,Vasil Kirkov,,,,,,,,,,,Sebastian Ofner,Denis Kudla
2023-usopen-3131,2023,usopen,3131,Petros Tsitsipas,Miguel Angel Reyes Varela,,,,,,,,,,,Stefanos Tsitsipas,David Vega Hernandez
2023-usopen-3132,2023,usopen,3132,Roberto Carballes Baena,Ivan Dodig,,,,,,,,,,,Bernabe Zapata Miralles,Austin Krajicek
2023-usopen-3201,2023,usopen,3201,Wesley Koolhof,Juan Sebastian Cabal,,,,,,,,,,,Neal Skupski,Robert Farah
