match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2
2019-wimbledon-3101,2019,wimbledon,3101,Lukasz Kubot,Ben McLachlan,,,,,,,,,,,Marcelo Melo,Jan Lennard Struff
2019-wimbledon-3102,2019,wimbledon,3102,Alex De Minaur,Federico Delbonis,,,,,,,,,,,Matt Reid,Andres Molteni
2019-wimbledon-3103,2019,wimbledon,3103,Sander Gille,Guillermo Duran,,,,,,,,,,,Joran Vliegen,Juan Ignacio Londero
2019-wimbledon-3104,2019,wimbledon,3104,Marcelo Demoliner,Kevin Krawietz,,,,,,,,,,,Divij Sharan,Andreas Mies
2019-wimbledon-3105,2019,wimbledon,3105,Nicolas Mahut,Liam Broady,,,,,,,,,,,Edouard Roger Vasselin,Scott Clayton
2019-wimbledon-3106,2019,wimbledon,3106,Daniel Evans,Leonardo Mayer,,,,,,,,,,,Lloyd Glasspool,Joao Sousa
2019-wimbledon-3107,2019,wimbledon,3107,Lloyd Harris,Marcelo Arevalo,,,,,,,,,,,Casper Ruud,Miguel Angel Reyes Varela
2019-wimbledon-3108,2019,wimbledon,3108,Denys Molchanov,Bob Bryan,,,,,,,,,,,Igor Zelenay,Mike Bryan
2019-wimbledon-3109,2019,wimbledon,3109,Mate Pavic,Sander Arends,,,,,,,,,,,Bruno Soares,Matwe Middelkoop
2019-wimbledon-3110,2019,wimbledon,3110,Laslo Djere,Santiago Gonzalez,,,,,,,,,,,Janko Tipsarevic,Aisam Ul Haq Qureshi
2019-wimbledon-3111,2019,wimbledon,3111,Marcus Daniell,Rohan Bopanna,,,,,,,,,,,Wesley Koolhof,Pablo Cuevas
2019-wimbledon-3112,2019,wimbledon,3112,Jaume Munar,Dominic Inglot,,,,,,,,,,,Cameron Norrie,Austin Krajicek
2019-wimbledon-3113,2019,wimbledon,3113,Jamie Murray,Ivan Dodig,,,,,,,,,,,Neal Skupski,Filip Polasek
2019-wimbledon-3114,2019,wimbledon,3114,Nicholas Monroe,Evan Hoyt,,,,,,,,,,,Mischa Zverev,Luke Johnson
2019-wimbledon-3115,2019,wimbledon,3115,Marius Copil,Pierre Hugues Herbert,,,,,,,,,,,Ugo Humbert,Andy Murray
2019-wimbledon-3116,2019,wimbledon,3116,Ricardas Berankis,Nikola Mektic,,,,,,,,,,,Marton Fucsovics,Franko Skugor
2019-wimbledon-3117,2019,wimbledon,3117,Henri Kontinen,Gerard Granollers,,,,,,,,,,,John Peers,Marcel Granollers
2019-wimbledon-3118,2019,wimbledon,3118,Robert Lindstedt,Max Purcell,,,,,,,,,,,Tim Puetz,Luke Saville
2019-wimbledon-3119,2019,wimbledon,3119,Filip Krajinovic,Matthew Ebden,,,,,,,,,,,Dusan Lajovic,Vasek Pospisil
2019-wimbledon-3120,2019,wimbledon,3120,Radu Albot,Rajeev Ram,,,,,,,,,,,Malek Jaziri,Joe Salisbury
2019-wimbledon-3121,2019,wimbledon,3121,Robin Haase,Romain Arneodo,,,,,,,,,,,Frederik Nielsen,Damir Dzumhur
2019-wimbledon-3122,2019,wimbledon,3122,Ken Skupski,Jay Clarke,,,,,,,,,,,John Patrick Smith,James Ward
2019-wimbledon-3123,2019,wimbledon,3123,Jeevan Nedunchezhiyan,Lleyton Hewitt,,,,,,,,,,,Purav Raja,Jordan Thompson
2019-wimbledon-3124,2019,wimbledon,3124,Luke Bambridge,Raven Klaasen,,,,,,,,,,,Jonny O'Mara,Michael Venus
2019-wimbledon-3125,2019,wimbledon,3125,Jean Julien Rojer,Marco Cecchinato,,,,,,,,,,,Horia Tecau,Andreas Seppi
2019-wimbledon-3126,2019,wimbledon,3126,Roberto Carballes Baena,Fabrice Martin,,,,,,,,,,,Lorenzo Sonego,Hugo Nys
2019-wimbledon-3127,2019,wimbledon,3127,Pablo Carreno Busta,Cristian Garin,,,,,,,,,,,Feliciano Lopez,Nicolas Jarry
2019-wimbledon-3128,2019,wimbledon,3128,Jonathan Erlich,Maximo Gonzalez,,,,,,,,,,,Artem Sitak,Horacio Zeballos
2019-wimbledon-3129,2019,wimbledon,3129,Oliver Marach,Cheng Peng Hsieh,,,,,,,,,,,Jurgen Melzer,Christopher Rungkat
2019-wimbledon-3130,2019,wimbledon,3130,Roman Jebavy,Hugo Dellien,,,,,,,,,,,Philipp Oswald,Guido Pella
2019-wimbledon-3131,2019,wimbledon,3131,Leander Paes,Alexander Bublik,,,,,,,,,,,Benoit Paire,Mikhail Kukushkin
2019-wimbledon-3132,2019,wimbledon,3132,Jack Draper,Juan Sebastian Cabal,,,,,,,,,,,Paul Jubb,Robert Farah
2019-wimbledon-3201,2019,wimbledon,3201,Lukasz Kubot,Alex De Minaur,,,,,,,,,,,Marcelo Melo,Matt Reid
2019-wimbledon-3202,2019,wimbledon,3202,Sander Gille,Marcelo Demoliner,,,,,,,,,,,Joran Vliegen,Divij Sharan
2019-wimbledon-3203,2019,wimbledon,3203,Nicolas Mahut,Leonardo Mayer,,,,,,,,,,,Edouard Roger Vasselin,Joao Sousa
