match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2
2014-ausopen-1101,2014,ausopen,1101,Rafael Nadal,Bernard Tomic,,,,,,,,,,
2014-ausopen-1102,2014,ausopen,1102,Thanasi Kokkinakis,Igor Sijsling,,,,,,,,,,
2014-ausopen-1104,2014,ausopen,1104,Ryan Harrison,Gael Monfils,,,,,,,,,,
2014-ausopen-1105,2014,ausopen,1105,Andreas Seppi,Lleyton Hewitt,,,,,,,,,,
2014-ausopen-1108,2014,ausopen,1108,Marinko Matosevic,Kei Nishikori,,,,,,,,,,
2014-ausopen-1109,2014,ausopen,1109,Milos Raonic,Daniel Gimeno-Traver,,,,,,,,,,
2014-ausopen-1114,2014,ausopen,1114,Nick Kyrgios,Benjamin Becker,,,,,,,,,,
2014-ausopen-1116,2014,ausopen,1116,Rhyne Williams,Juan Martin Del Potro,,,,,,,,,,
2014-ausopen-1117,2014,ausopen,1117,Andy Murray,Go Soeda,,,,,,,,,,
2014-ausopen-1125,2014,ausopen,1125,Jo-Wilfried Tsonga,Filippo Volandri,,,,,,,,,,
2014-ausopen-1127,2014,ausopen,1127,Marin Cilic,Marcel Granollers,,,,,,,,,,
2014-ausopen-1129,2014,ausopen,1129,Fernando Verdasco,Ze Zhang,,,,,,,,,,
2014-ausopen-1132,2014,ausopen,1132,James Duckworth,Roger Federer,,,,,,,,,,
2014-ausopen-1133,2014,ausopen,1133,Tomas Berdych,Aleksandr Nedovyesov,,,,,,,,,,
2014-ausopen-1134,2014,ausopen,1134,Di Wu,Kenny De Schepper,,,,,,,,,,
2014-ausopen-1140,2014,ausopen,1140,Guillermo Garcia-Lopez,Tommy Haas,,,,,,,,,,
2014-ausopen-1144,2014,ausopen,1144,Jordan Thompson,Jerzy Janowicz,,,,,,,,,,
2014-ausopen-1148,2014,ausopen,1148,Alejandro Gonzalez,David Ferrer,,,,,,,,,,
2014-ausopen-1149,2014,ausopen,1149,Stanislas Wawrinka,Andrey Golubev,,,,,,,,,,
2014-ausopen-1151,2014,ausopen,1151,Nicolas Mahut,Matthew Ebden,,,,,,,,,,
2014-ausopen-1152,2014,ausopen,1152,Samuel Groth,Vasek Pospisil,,,,,,,,,,
2014-ausopen-1156,2014,ausopen,1156,David Guez,Richard Gasquet,,,,,,,,,,
2014-ausopen-1159,2014,ausopen,1159,Santiago Giraldo,Sam Querrey,,,,,,,,,,
2014-ausopen-1162,2014,ausopen,1162,Marcos Baghdatis,Denis Istomin,,,,,,,,,,
2014-ausopen-1164,2014,ausopen,1164,Lukas Lacko,Novak Djokovic,,,,,,,,,,
2014-ausopen-1201,2014,ausopen,1201,Rafael Nadal,Thanasi Kokkinakis,,,,,,,,,,
2014-ausopen-1202,2014,ausopen,1202,Jack Sock,Gael Monfils,,,,,,,,,,
2014-ausopen-1203,2014,ausopen,1203,Andreas Seppi,Donald Young,,,,,,,,,,
2014-ausopen-1207,2014,ausopen,1207,Benoit Paire,Nick Kyrgios,,,,,,,,,,
2014-ausopen-1208,2014,ausopen,1208,Roberto Bautista Agut,Juan Martin Del Potro,,,,,,,,,,
2014-ausopen-1209,2014,ausopen,1209,Andy Murray,Vincent Millot,,,,,,,,,,
2014-ausopen-1211,2014,ausopen,1211,Stephane Robert,Michal Przysiezny,,,,,,,,,,
2014-ausopen-1213,2014,ausopen,1213,Jo-Wilfried Tsonga,Thomaz Bellucci,,,,,,,,,,
2014-ausopen-1215,2014,ausopen,1215,Fernando Verdasco,Teymuraz Gabashvili,,,,,,,,,,
2014-ausopen-1216,2014,ausopen,1216,Blaz Kavcic,Roger Federer,,,,,,,,,,
2014-ausopen-1217,2014,ausopen,1217,Tomas Berdych,Kenny De Schepper,,,,,,,,,,
2014-ausopen-1221,2014,ausopen,1221,Mikhail Youzhny,Florian Mayer,,,,,,,,,,
2014-ausopen-1222,2014,ausopen,1222,Pablo Andujar,Jerzy Janowicz,,,,,,,,,,
2014-ausopen-1224,2014,ausopen,1224,Adrian Mannarino,David Ferrer,,,,,,,,,,
2014-ausopen-1225,2014,ausopen,1225,Stanislas Wawrinka,Alejandro Falla,,,,,,,,,,
2014-ausopen-1226,2014,ausopen,1226,Matthew Ebden,Vasek Pospisil,,,,,,,,,,
2014-ausopen-1227,2014,ausopen,1227,Tommy Robredo,Julien Benneteau,,,,,,,,,,
2014-ausopen-1228,2014,ausopen,1228,Nikolay Davydenko,Richard Gasquet,,,,,,,,,,
2014-ausopen-1229,2014,ausopen,1229,Fabio Fognini,Jarkko Nieminen,,,,,,,,,,
2014-ausopen-1230,2014,ausopen,1230,Sam Querrey,Ernests Gulbis,,,,,,,,,,
2014-ausopen-1231,2014,ausopen,1231,Dmitry Tursunov,Denis Istomin,,,,,,,,,,
2014-ausopen-1232,2014,ausopen,1232,Leonardo Mayer,Novak Djokovic,,,,,,,,,,
2014-ausopen-1301,2014,ausopen,1301,Rafael Nadal,Gael Monfils,,,,,,,,,,
2014-ausopen-1302,2014,ausopen,1302,Donald Young,Kei Nishikori,,,,,,,,,,
2014-ausopen-1303,2014,ausopen,1303,Milos Raonic,Grigor Dimitrov,,,,,,,,,,
2014-ausopen-1304,2014,ausopen,1304,Benoit Paire,Roberto Bautista Agut,,,,,,,,,,
2014-ausopen-1305,2014,ausopen,1305,Andy Murray,Feliciano Lopez,,,,,,,,,,
2014-ausopen-1306,2014,ausopen,1306,Stephane Robert,Martin Klizan,,,,,,,,,,
2014-ausopen-1307,2014,ausopen,1307,Jo-Wilfried Tsonga,Gilles Simon,,,,,,,,,,
2014-ausopen-1308,2014,ausopen,1308,Teymuraz Gabashvili,Roger Federer,,,,,,,,,,
2014-ausopen-1309,2014,ausopen,1309,Tomas Berdych,Damir Dzumhur,,,,,,,,,,
2014-ausopen-1310,2014,ausopen,1310,Kevin Anderson,Edouard Roger-Vasselin,,,,,,,,,,
2014-ausopen-1311,2014,ausopen,1311,Florian Mayer,Jerzy Janowicz,,,,,,,,,,
2014-ausopen-1312,2014,ausopen,1312,Jeremy Chardy,David Ferrer,,,,,,,,,,
2014-ausopen-1314,2014,ausopen,1314,Tommy Robredo,Richard Gasquet,,,,,,,,,,
2014-ausopen-1315,2014,ausopen,1315,Fabio Fognini,Sam Querrey,,,,,,,,,,
2014-ausopen-1316,2014,ausopen,1316,Denis Istomin,Novak Djokovic,,,,,,,,,,
2014-ausopen-1401,2014,ausopen,1401,Rafael Nadal,Kei Nishikori,,,,,,,,,,
2014-ausopen-1402,2014,ausopen,1402,Grigor Dimitrov,Roberto Bautista Agut,,,,,,,,,,
2014-ausopen-1403,2014,ausopen,1403,Andy Murray,Stephane Robert,,,,,,,,,,
2014-ausopen-1404,2014,ausopen,1404,Jo-Wilfried Tsonga,Roger Federer,,,,,,,,,,
2014-ausopen-1405,2014,ausopen,1405,Tomas Berdych,Kevin Anderson,,,,,,,,,,
2014-ausopen-1406,2014,ausopen,1406,Florian Mayer,David Ferrer,,,,,,,,,,
2014-ausopen-1407,2014,ausopen,1407,Stanislas Wawrinka,Tommy Robredo,,,,,,,,,,
2014-ausopen-1408,2014,ausopen,1408,Fabio Fognini,Novak Djokovic,,,,,,,,,,
2014-ausopen-1501,2014,ausopen,1501,Rafael Nadal,Grigor Dimitrov,,,,,,,,,,
2014-ausopen-1502,2014,ausopen,1502,Andy Murray,Roger Federer,,,,,,,,,,
2014-ausopen-1503,2014,ausopen,1503,Tomas Berdych,David Ferrer,,,,,,,,,,
2014-ausopen-1504,2014,ausopen,1504,Stanislas Wawrinka,Novak Djokovic,,,,,,,,,,
2014-ausopen-1601,2014,ausopen,1601,Rafael Nadal,Roger Federer,,,,,,,,,,
2014-ausopen-1602,2014,ausopen,1602,Tomas Berdych,Stanislas Wawrinka,,,,,,,,,,
2014-ausopen-1701,2014,ausopen,1701,Rafael Nadal,Stanislas Wawrinka,,,,,,,,,,
2014-ausopen-2101,2014,ausopen,2101,Serena Williams,Ashleigh Barty,,,,,,,,,,
2014-ausopen-2104,2014,ausopen,2104,Heather Watson,Daniela Hantuchova,,,,,,,,,,
2014-ausopen-2105,2014,ausopen,2105,Samantha Stosur,Klara Zakopalova,,,,,,,,,,
