match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2,nation_partner1,nation_partner2
2019-frenchopen-MD101,2019,frenchopen,MD101,L. Kubot,R. Carballes Baena,,,,,,,,,POL,ESP,M. Melo,J. Munar,BRA,ESP
2019-frenchopen-MD102,2019,frenchopen,MD102,A. Bedene,M. Daniell,,,,,,,,,SLO,NZL,H. Hurkacz,W. Koolhof,POL,NED
2019-frenchopen-MD103,2019,frenchopen,MD103,M. Middelkoop,R. Jebavy,,,,,,,,,NED,CZE,T. Puetz,A. Molteni,GER,ARG
2019-frenchopen-MD104,2019,frenchopen,MD104,J. Chardy,B. Mclachlan,,,,,,,,,FRA,JPN,F. Martin,J. Struff,FRA,GER
2019-frenchopen-MD105,2019,frenchopen,MD105,R. Ram,D. Dzumhur,,,,,,,,,USA,BIH,J. Salisbury,F. Krajinovic,GBR,SRB
2019-frenchopen-MD106,2019,frenchopen,MD106,J. Millman,E. Couacaud,,,,,,,,,AUS,FRA,J. Thompson,T. Lamasine,AUS,FRA
2019-frenchopen-MD107,2019,frenchopen,MD107,M. Fucsovics,M. Demoliner,,,,,,,,,HUN,BRA,R. Lindstedt,D. Sharan,SWE,IND
2019-frenchopen-MD108,2019,frenchopen,MD108,L. Mayer,H. Kontinen,,,,,,,,,ARG,FIN,J. Sousa,J. Peers,POR,AUS
2019-frenchopen-MD109,2019,frenchopen,MD109,J. Cabal,M. Ebden,,,,,,,,,COL,AUS,R. Farah,J. Smith,COL,AUS
2019-frenchopen-MD110,2019,frenchopen,MD110,L. Paes,D. Inglot,,,,,,,,,IND,GBR,B. Paire,M. Klizan,FRA,SVK
2019-frenchopen-MD111,2019,frenchopen,MD111,S. Johnson,D. Evans,,,,,,,,,USA,GBR,D. Kudla,C. Norrie,USA,GBR
2019-frenchopen-MD112,2019,frenchopen,MD112,M. Arevalo,R. Haase,,,,,,,,,ESA,NED,M. Reyes-Varela,F. Nielsen,MEX,DEN
2019-frenchopen-MD113,2019,frenchopen,MD113,I. Dodig,M. Kecmanovic,,,,,,,,,CRO,SRB,E. Roger-Vasselin,C. Ruud,FRA,NOR
2019-frenchopen-MD114,2019,frenchopen,MD114,M. Granollers,F. Delbonis,,,,,,,,,ESP,ARG,M. Lopez,G. Duran,ESP,ARG
2019-frenchopen-MD115,2019,frenchopen,MD115,M. Kukushkin,R. Albot,,,,,,,,,KAZ,MDA,J. Vliegen,M. Jaziri,BEL,TUN
2019-frenchopen-MD116,2019,frenchopen,MD116,P. Cuevas,N. Mektic,,,,,,,,,URU,CRO,F. Lopez,F. Skugor,ESP,CRO
2019-frenchopen-MD117,2019,frenchopen,MD117,R. Klaasen,R. Bopanna,,,,,,,,,RSA,IND,M. Venus,M. Copil,NZL,ROU
2019-frenchopen-MD118,2019,frenchopen,MD118,U. Humbert,B. Bonzi,,,,,,,,,FRA,FRA,A. Mannarino,A. Hoang,FRA,FRA
2019-frenchopen-MD119,2019,frenchopen,MD119,S. Gonzalez,D. Lajovic,,,,,,,,,MEX,SRB,A. Qureshi,J. Tipsarevic,PAK,SRB
2019-frenchopen-MD120,2019,frenchopen,MD120,D. Molchanov,M. Gonzalez,,,,,,,,,UKR,ARG,I. Zelenay,H. Zeballos,SVK,ARG
2019-frenchopen-MD121,2019,frenchopen,MD121,N. Mahut,M. Cecchinato,,,,,,,,,FRA,ITA,J. Melzer,A. Seppi,AUT,ITA
2019-frenchopen-MD122,2019,frenchopen,MD122,K. Krawietz,M. Guinard,,,,,,,,,GER,FRA,A. Mies,A. Rinderknech,GER,FRA
2019-frenchopen-MD123,2019,frenchopen,MD123,E. Benchetrit,M. Bourgue,,,,,,,,,FRA,FRA,G. Blancaneaux,J. Eysseric,FRA,FRA
2019-frenchopen-MD124,2019,frenchopen,MD124,J. Nedunchezhiyan,O. Marach,,,,,,,,,IND,AUT,M. Zverev,M. Pavic,GER,CRO
2019-frenchopen-MD125,2019,frenchopen,MD125,M. Bryan,P. Carreno Busta,,,,,,,,,USA,ESP,B. Bryan,G. Granollers,USA,ESP
2019-frenchopen-MD126,2019,frenchopen,MD126,L. Bambridge,K. Skupski,,,,,,,,,GBR,GBR,J. O'Mara,N. Skupski,GBR,GBR
2019-frenchopen-MD127,2019,frenchopen,MD127,R. Berankis,M. Mcdonald,,,,,,,,,LTU,USA,Y. Nishioka,R. Opelka,JPN,USA
2019-frenchopen-MD128,2019,frenchopen,MD128,C. Garin,J. Rojer,,,,,,,,,CHI,NED,J. Londero,H. Tecau,ARG,ROU
2019-frenchopen-MD129,2019,frenchopen,MD129,A. Krajicek,C. Hsieh,,,,,,,,,USA,TPE,A. Sitak,C. Rungkat,NZL,INA
2019-frenchopen-MD130,2019,frenchopen,MD130,A. De Minaur,G. Barrere,,,,,,,,,AUS,FRA,D. Vega Hernandez,Q. Halys,ESP,FRA
2019-frenchopen-MD131,2019,frenchopen,MD131,G. Pella,H. Gaston,,,,,,,,,ARG,FRA,D. Schwartzman,C. Tabur,ARG,FRA
2019-frenchopen-MD132,2019,frenchopen,MD132,M. Berrettini,J. Murray,,,,,,,,,ITA,GBR,L. Sonego,B. Soares,ITA,BRA
2019-frenchopen-MD201,2019,frenchopen,MD201,L. Kubot,M. Daniell,,,,,,,,,POL,NZL,M. Melo,W. Koolhof,BRA,NED
2019-frenchopen-MD202,2019,frenchopen,MD202,M. Middelkoop,J. Chardy,,,,,,,,,NED,FRA,T. Puetz,F. Martin,GER,FRA
2019-frenchopen-MD203,2019,frenchopen,MD203,R. Ram,E. Couacaud,,,,,,,,,USA,FRA,J. Salisbury,T. Lamasine,GBR,FRA
2019-frenchopen-MD204,2019,frenchopen,MD204,M. Demoliner,H. Kontinen,,,,,,,,,BRA,FIN,D. Sharan,J. Peers,IND,AUS
2019-frenchopen-MD205,2019,frenchopen,MD205,J. Cabal,L. Paes,,,,,,,,,COL,IND,R. Farah,B. Paire,COL,FRA
2019-frenchopen-MD206,2019,frenchopen,MD206,D. Evans,R. Haase,,,,,,,,,GBR,NED,C. Norrie,F. Nielsen,GBR,DEN
2019-frenchopen-MD207,2019,frenchopen,MD207,M. Kecmanovic,F. Delbonis,,,,,,,,,SRB,ARG,C. Ruud,G. Duran,NOR,ARG
2019-frenchopen-MD208,2019,frenchopen,MD208,M. Kukushkin,P. Cuevas,,,,,,,,,KAZ,URU,J. Vliegen,F. Lopez,BEL,ESP
2019-frenchopen-MD209,2019,frenchopen,MD209,R. Bopanna,B. Bonzi,,,,,,,,,IND,FRA,M. Copil,A. Hoang,ROU,FRA
2019-frenchopen-MD210,2019,frenchopen,MD210,D. Lajovic,D. Molchanov,,,,,,,,,SRB,UKR,J. Tipsarevic,I. Zelenay,SRB,SVK
2019-frenchopen-MD211,2019,frenchopen,MD211,N. Mahut,K. Krawietz,,,,,,,,,FRA,GER,J. Melzer,A. Mies,AUT,GER
2019-frenchopen-MD212,2019,frenchopen,MD212,E. Benchetrit,O. Marach,,,,,,,,,FRA,AUT,G. Blancaneaux,M. Pavic,FRA,CRO
2019-frenchopen-MD213,2019,frenchopen,MD213,M. Bryan,K. Skupski,,,,,,,,,USA,GBR,B. Bryan,N. Skupski,USA,GBR
2019-frenchopen-MD214,2019,frenchopen,MD214,R. Berankis,J. Rojer,,,,,,,,,LTU,NED,Y. Nishioka,H. Tecau,JPN,ROU
2019-frenchopen-MD215,2019,frenchopen,MD215,C. Hsieh,G. Barrere,,,,,,,,,TPE,FRA,C. Rungkat,Q. Halys,INA,FRA
2019-frenchopen-MD216,2019,frenchopen,MD216,G. Pella,M. Berrettini,,,,,,,,,ARG,ITA,D. Schwartzman,L. Sonego,ARG,ITA
2019-frenchopen-MD301,2019,frenchopen,MD301,L. Kubot,J. Chardy,,,,,,,,,POL,FRA,M. Melo,F. Martin,BRA,FRA
2019-frenchopen-MD302,2019,frenchopen,MD302,R. Ram,H. Kontinen,,,,,,,,,USA,FIN,J. Salisbury,J. Peers,GBR,AUS
2019-frenchopen-MD303,2019,frenchopen,MD303,J. Cabal,R. Haase,,,,,,,,,COL,NED,R. Farah,F. Nielsen,COL,DEN
2019-frenchopen-MD304,2019,frenchopen,MD304,F. Delbonis,M. Kukushkin,,,,,,,,,ARG,KAZ,G. Duran,J. Vliegen,ARG,BEL
2019-frenchopen-MD305,2019,frenchopen,MD305,R. Bopanna,D. Lajovic,,,,,,,,,IND,SRB,M. Copil,J. Tipsarevic,ROU,SRB
2019-frenchopen-MD306,2019,frenchopen,MD306,K. Krawietz,O. Marach,,,,,,,,,GER,AUT,A. Mies,M. Pavic,GER,CRO
2019-frenchopen-MD307,2019,frenchopen,MD307,M. Bryan,J. Rojer,,,,,,,,,USA,NED,B. Bryan,H. Tecau,USA,ROU
2019-frenchopen-MD308,2019,frenchopen,MD308,G. Barrere,G. Pella,,,,,,,,,FRA,ARG,Q. Halys,D. Schwartzman,FRA,ARG
2019-frenchopen-MD401,2019,frenchopen,MD401,J. Chardy,R. Ram,,,,,,,,,FRA,USA,F. Martin,J. Salisbury,FRA,GBR
2019-frenchopen-MD402,2019,frenchopen,MD402,J. Cabal,M. Kukushkin,,,,,,,,,COL,KAZ,R. Farah,J. Vliegen,COL,BEL
2019-frenchopen-MD403,2019,frenchopen,MD403,D. Lajovic,K. Krawietz,,,,,,,,,SRB,GER,J. Tipsarevic,A. Mies,SRB,GER
2019-frenchopen-MD404,2019,frenchopen,MD404,J. Rojer,G. Pella,,,,,,,,,NED,ARG,H. Tecau,D. Schwartzman,ROU,ARG
2019-frenchopen-MD501,2019,frenchopen,MD501,J. Chardy,J. Cabal,,,,,,,,,FRA,COL,F. Martin,R. Farah,FRA,COL
2019-frenchopen-MD502,2019,frenchopen,MD502,K. Krawietz,G. Pella,,,,,,,,,GER,ARG,A. Mies,D. Schwartzman,GER,ARG
2019-frenchopen-MD601,2019,frenchopen,MD601,J. Chardy,K. Krawietz,,,,,,,,,FRA,GER,F. Martin,A. Mies,FRA,GER
2019-frenchopen-WD101,2019,frenchopen,WD101,B. Krejcikova,N. Kichenok,,,,,,,,,CZE,UKR,K. Siniakova,A. Spears,CZE,USA
2019-frenchopen-WD102,2019,frenchopen,WD102,E. Cascino,M. Martinez Sanchez,,,,,,,,,FRA,ESP,E. Lechemia,S. Sorribes Tormo,FRA,ESP
