match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2
2017-usopen-1101,2017,usopen,1101,Rafael Nadal,Dusan Lajovic,,,,,,,,,,
2017-usopen-1103,2017,usopen,1103,Yuichi Sugita,Geoffrey Blancaneaux,,,,,,,,,,
2017-usopen-1104,2017,usopen,1104,Leonardo Mayer,Richard Gasquet,,,,,,,,,,
2017-usopen-1108,2017,usopen,1108,Ryan Harrison,Tomas Berdych,,,,,,,,,,
2017-usopen-1109,2017,usopen,1109,David Goffin,Julien Benneteau,,,,,,,,,,
2017-usopen-1112,2017,usopen,1112,Jeremy Chardy,Gael Monfils,,,,,,,,,,
2017-usopen-1116,2017,usopen,1116,Vaclav Safranek,Grigor Dimitrov,,,,,,,,,,
2017-usopen-1117,2017,usopen,1117,Roger Federer,Frances Tiafoe,,,,,,,,,,
2017-usopen-1120,2017,usopen,1120,Andrey Kuznetsov,Feliciano Lopez,,,,,,,,,,
2017-usopen-1124,2017,usopen,1124,John Millman,Nick Kyrgios,,,,,,,,,,
2017-usopen-1128,2017,usopen,1128,Henri Laaksonen,Juan Martin del Potro,,,,,,,,,,
2017-usopen-1131,2017,usopen,1131,Marcos Baghdatis,Taylor Fritz,,,,,,,,,,
2017-usopen-1132,2017,usopen,1132,Alex de Minaur,Dominic Thiem,,,,,,,,,,
2017-usopen-1133,2017,usopen,1133,Sam Querrey,Gilles Simon,,,,,,,,,,
2017-usopen-1136,2017,usopen,1136,Yen Hsun Lu,Karen Khachanov,,,,,,,,,,
2017-usopen-1139,2017,usopen,1139,Horacio Zeballos,Hyeon Chung,,,,,,,,,,
2017-usopen-1140,2017,usopen,1140,Pierre Hugues Herbert,John Isner,,,,,,,,,,
2017-usopen-1141,2017,usopen,1141,Jack Sock,Jordan Thompson,,,,,,,,,,
2017-usopen-1144,2017,usopen,1144,Bernard Tomic,Gilles Muller,,,,,,,,,,
2017-usopen-1145,2017,usopen,1145,Kevin Anderson,JC Aragone,,,,,,,,,,
2017-usopen-1148,2017,usopen,1148,Darian King,Alexander Zverev,,,,,,,,,,
2017-usopen-1149,2017,usopen,1149,Jo Wilfried Tsonga,Marius Copil,,,,,,,,,,
2017-usopen-1151,2017,usopen,1151,Nicolas Almagro,Steve Johnson,,,,,,,,,,
2017-usopen-1152,2017,usopen,1152,Kyle Edmund,Robin Haase,,,,,,,,,,
2017-usopen-1157,2017,usopen,1157,Lucas Pouille,Ruben Bemelmans,,,,,,,,,,
2017-usopen-1162,2017,usopen,1162,Thanasi Kokkinakis,Janko Tipsarevic,,,,,,,,,,
2017-usopen-1164,2017,usopen,1164,Tennys Sandgren,Marin Cilic,,,,,,,,,,
2017-usopen-1201,2017,usopen,1201,Rafael Nadal,Taro Daniel,,,,,,,,,,
2017-usopen-1202,2017,usopen,1202,Yuichi Sugita,Leonardo Mayer,,,,,,,,,,
2017-usopen-1203,2017,usopen,1203,Stefano Travaglia,Viktor Troicki,,,,,,,,,,
2017-usopen-1204,2017,usopen,1204,Alexandr Dolgopolov,Tomas Berdych,,,,,,,,,,
2017-usopen-1205,2017,usopen,1205,David Goffin,Guido Pella,,,,,,,,,,
2017-usopen-1206,2017,usopen,1206,Donald Young,Gael Monfils,,,,,,,,,,
2017-usopen-1208,2017,usopen,1208,Andrey Rublev,Grigor Dimitrov,,,,,,,,,,
2017-usopen-1209,2017,usopen,1209,Roger Federer,Mikhail Youzhny,,,,,,,,,,
2017-usopen-1210,2017,usopen,1210,Fernando Verdasco,Feliciano Lopez,,,,,,,,,,
2017-usopen-1211,2017,usopen,1211,Philipp Kohlschreiber,Santiago Giraldo,,,,,,,,,,
2017-usopen-1212,2017,usopen,1212,Malek Jaziri,John Millman,,,,,,,,,,
2017-usopen-1214,2017,usopen,1214,Adrian Menendez Maceiras,Juan Martin del Potro,,,,,,,,,,
2017-usopen-1215,2017,usopen,1215,Adrian Mannarino,Bjorn Fratangelo,,,,,,,,,,
2017-usopen-1216,2017,usopen,1216,Taylor Fritz,Dominic Thiem,,,,,,,,,,
2017-usopen-1217,2017,usopen,1217,Sam Querrey,Dudi Sela,,,,,,,,,,
2017-usopen-1220,2017,usopen,1220,Hyeon Chung,John Isner,,,,,,,,,,
2017-usopen-1224,2017,usopen,1224,Borna Coric,Alexander Zverev,,,,,,,,,,
2017-usopen-1225,2017,usopen,1225,Jo Wilfried Tsonga,Denis Shapovalov,,,,,,,,,,
2017-usopen-1226,2017,usopen,1226,Steve Johnson,Kyle Edmund,,,,,,,,,,
2017-usopen-1229,2017,usopen,1229,Lucas Pouille,Jared Donaldson,,,,,,,,,,
2017-usopen-1232,2017,usopen,1232,Florian Mayer,Marin Cilic,,,,,,,,,,
2017-usopen-1301,2017,usopen,1301,Rafael Nadal,Leonardo Mayer,,,,,,,,,,
2017-usopen-1302,2017,usopen,1302,Viktor Troicki,Alexandr Dolgopolov,,,,,,,,,,
2017-usopen-1303,2017,usopen,1303,David Goffin,Gael Monfils,,,,,,,,,,
2017-usopen-1304,2017,usopen,1304,Damir Dzumhur,Andrey Rublev,,,,,,,,,,
2017-usopen-1305,2017,usopen,1305,Roger Federer,Feliciano Lopez,,,,,,,,,,
2017-usopen-1306,2017,usopen,1306,Philipp Kohlschreiber,John Millman,,,,,,,,,,
2017-usopen-1307,2017,usopen,1307,Roberto Bautista Agut,Juan Martin del Potro,,,,,,,,,,
2017-usopen-1308,2017,usopen,1308,Adrian Mannarino,Dominic Thiem,,,,,,,,,,
2017-usopen-1309,2017,usopen,1309,Sam Querrey,Radu Albot,,,,,,,,,,
2017-usopen-1310,2017,usopen,1310,Mischa Zverev,John Isner,,,,,,,,,,
2017-usopen-1311,2017,usopen,1311,Thomas Fabbiano,Paolo Lorenzi,,,,,,,,,,
2017-usopen-1312,2017,usopen,1312,Kevin Anderson,Borna Coric,,,,,,,,,,
2017-usopen-1313,2017,usopen,1313,Denis Shapovalov,Kyle Edmund,,,,,,,,,,
2017-usopen-1314,2017,usopen,1314,Nicolas Mahut,Pablo Carreno Busta,,,,,,,,,,
2017-usopen-1315,2017,usopen,1315,Lucas Pouille,Mikhail Kukushkin,,,,,,,,,,
2017-usopen-1316,2017,usopen,1316,Diego Schwartzman,Marin Cilic,,,,,,,,,,
2017-usopen-1401,2017,usopen,1401,Rafael Nadal,Alexandr Dolgopolov,,,,,,,,,,
2017-usopen-1402,2017,usopen,1402,David Goffin,Andrey Rublev,,,,,,,,,,
2017-usopen-1403,2017,usopen,1403,Roger Federer,Philipp Kohlschreiber,,,,,,,,,,
2017-usopen-1404,2017,usopen,1404,Juan Martin del Potro,Dominic Thiem,,,,,,,,,,
2017-usopen-1405,2017,usopen,1405,Sam Querrey,Mischa Zverev,,,,,,,,,,
2017-usopen-1406,2017,usopen,1406,Paolo Lorenzi,Kevin Anderson,,,,,,,,,,
2017-usopen-1407,2017,usopen,1407,Denis Shapovalov,Pablo Carreno Busta,,,,,,,,,,
2017-usopen-1408,2017,usopen,1408,Lucas Pouille,Diego Schwartzman,,,,,,,,,,
2017-usopen-1501,2017,usopen,1501,Rafael Nadal,Andrey Rublev,,,,,,,,,,
2017-usopen-1502,2017,usopen,1502,Roger Federer,Juan Martin del Potro,,,,,,,,,,
2017-usopen-1503,2017,usopen,1503,Sam Querrey,Kevin Anderson,,,,,,,,,,
2017-usopen-1504,2017,usopen,1504,Pablo Carreno Busta,Diego Schwartzman,,,,,,,,,,
2017-usopen-1601,2017,usopen,1601,Rafael Nadal,Juan Martin del Potro,,,,,,,,,,
2017-usopen-1602,2017,usopen,1602,Kevin Anderson,Pablo Carreno Busta,,,,,,,,,,
2017-usopen-1701,2017,usopen,1701,Rafael Nadal,Kevin Anderson,,,,,,,,,,
2017-usopen-2101,2017,usopen,2101,Karolina Pliskova,Magda Linette,,,,,,,,,,
2017-usopen-2105,2017,usopen,2105,Barbora Strycova,Misaki Doi,,,,,,,,,,
2017-usopen-2107,2017,usopen,2107,Taylor Townsend,Ana Bogdan,,,,,,,,,,
2017-usopen-2109,2017,usopen,2109,Agnieszka Radwanska,Petra Martic,,,,,,,,,,
2017-usopen-2111,2017,usopen,2111,Ons Jabeur,Brienne Minor,,,,,,,,,,
2017-usopen-2112,2017,usopen,2112,Alison Riske,CoCo Vandeweghe,,,,,,,,,,
2017-usopen-2114,2017,usopen,2114,Nao Hibino,Catherine Bellis,,,,,,,,,,
2017-usopen-2115,2017,usopen,2115,Kurumi Nara,Sara Sorribes Tormo,,,,,,,,,,
2017-usopen-2116,2017,usopen,2116,Marketa Vondrousova,Svetlana Kuznetsova,,,,,,,,,,
2017-usopen-2117,2017,usopen,2117,Elina Svitolina,Katerina Siniakova,,,,,,,,,,
2017-usopen-2118,2017,usopen,2118,Evgeniya Rodina,Eugenie Bouchard,,,,,,,,,,
2017-usopen-2120,2017,usopen,2120,Allie Kiick,Daria Gavrilova,,,,,,,,,,
2017-usopen-2124,2017,usopen,2124,Elise Mertens,Madison Keys,,,,,,,,,,
2017-usopen-2125,2017,usopen,2125,Jelena Ostapenko,Lara Arruabarrena,,,,,,,,,,
2017-usopen-2132,2017,usopen,2132,Naomi Osaka,Angelique Kerber,,,,,,,,,,
2017-usopen-2133,2017,usopen,2133,Caroline Wozniacki,Mihaela Buzarnescu,,,,,,,,,,
2017-usopen-2134,2017,usopen,2134,Mona Barthel,Ekaterina Makarova,,,,,,,,,,
2017-usopen-2139,2017,usopen,2139,Pauline Parmentier,Oceane Dodin,,,,,,,,,,
2017-usopen-2140,2017,usopen,2140,Viktoria Kuzmova,Venus Williams,,,,,,,,,,
2017-usopen-2141,2017,usopen,2141,Petra Kvitova,Jelena Jankovic,,,,,,,,,,
2017-usopen-2146,2017,usopen,2146,Kristyna Pliskova,Misa Eguchi,,,,,,,,,,
2017-usopen-2147,2017,usopen,2147,Claire Liu,Ying Ying Duan,,,,,,,,,,
2017-usopen-2148,2017,usopen,2148,Varvara Lepchenko,,,,,,,,,,,
2017-usopen-2149,2017,usopen,2149,Johanna Konta,Aleksandra Krunic,,,,,,,,,,
2017-usopen-2151,2017,usopen,2151,Saisai Zheng,Alison Van Uytvanck,,,,,,,,,,
2017-usopen-2155,2017,usopen,2155,Sloane Stephens,Roberta Vinci,,,,,,,,,,
2017-usopen-2156,2017,usopen,2156,Jana Cepelova,Dominika Cibulkova,,,,,,,,,,
2017-usopen-2160,2017,usopen,2160,Amandine Hesse,Shuai Peng,,,,,,,,,,
2017-usopen-2161,2017,usopen,2161,Lauren Davis,Sofia Kenin,,,,,,,,,,
2017-usopen-2164,2017,usopen,2164,Maria Sharapova,Simona Halep,,,,,,,,,,
2017-usopen-2201,2017,usopen,2201,Karolina Pliskova,Nicole Gibbs,,,,,,,,,,
2017-usopen-2202,2017,usopen,2202,Risa Ozaki,Shuai Zhang,,,,,,,,,,
2017-usopen-2203,2017,usopen,2203,Barbora Strycova,Jennifer Brady,,,,,,,,,,
2017-usopen-2205,2017,usopen,2205,Agnieszka Radwanska,Yulia Putintseva,,,,,,,,,,
2017-usopen-2206,2017,usopen,2206,Ons Jabeur,CoCo Vandeweghe,,,,,,,,,,
