match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint
2013-ausopen-1101,0:00:00,1,0,0,0,1,0,1,1,2,158,,15,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,98,0,0,2,,,,,,
2013-ausopen-1101,0:00:33,1,0,0,0,1,0,2,1,2,190,,30,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,118,0,0,2,,,,,,
2013-ausopen-1101,0:01:05,1,0,0,0,1,0,3,2,2,180,,30,15,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,111,0,0,2,,,,,,
2013-ausopen-1101,0:01:25,1,0,0,0,1,0,4,2,2,186,,30,30,1,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,115,0,0,2,,,,,,
2013-ausopen-1101,0:01:59,1,0,0,0,1,0,5,2,2,187,,30,40,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,116,0,0,2,,,,,,
2013-ausopen-1101,0:02:22,1,0,0,0,1,0,6,1,2,196,,40,40,4,6,3,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11510,121,0,0,2,,,,,,
2013-ausopen-1101,0:03:03,1,0,0,0,1,0,7,1,2,160,,AD,40,7,6,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,99,0,0,2,,,,,,
2013-ausopen-1101,0:03:44,1,1,0,0,1,1,8,1,2,188,,0,0,13,2,5,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,21022,116,1,0,1,,,,,,
2013-ausopen-1101,0:04:53,1,1,0,0,2,0,9,1,1,156,,15,0,14,1,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,97,0,0,1,,,,,M,
2013-ausopen-1101,0:05:21,1,1,0,0,2,0,10,1,1,176,,30,0,16,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,109,0,0,1,,,,,,
