match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2
2023-wimbledon-3101,2023,wimbledon,3101,Wesley Koolhof,Daniel Altmaier,,,,,,,,,,,Neal Skupski,Aslan Karatsev
2023-wimbledon-3102,2023,wimbledon,3102,Rinky Hijikata,Marco Cecchinato,,,,,,,,,,,Jason Kubler,Thiago Monteiro
2023-wimbledon-3103,2023,wimbledon,3103,John Isner,Max Purcell,,,,,,,,,,,Jack Sock,Jordan Thompson
2023-wimbledon-3104,2023,wimbledon,3104,Julian Cash,Maximo Gonzalez,,,,,,,,,,,Luke Johnson,Andres Molteni
2023-wimbledon-3105,2023,wimbledon,3105,Nikola Mektic,Marcelo Demoliner,,,,,,,,,,,Mate Pavic,Matwe Middelkoop
2023-wimbledon-3106,2023,wimbledon,3106,Liam Broady,Francisco Cabral,,,,,,,,,,,Jonny O'Mara,Rafael Matos
2023-wimbledon-3107,2023,wimbledon,3107,Ariel Behar,Guido Andreozzi,,,,,,,,,,,Adam Pavlasek,Francisco Cerundolo
2023-wimbledon-3108,2023,wimbledon,3108,Jeremy Chardy,Fabrice Martin,,,,,,,,,,,Ugo Humbert,Andreas Mies
2023-wimbledon-3109,2023,wimbledon,3109,Rajeev Ram,Tallon Griekspoor,,,,,,,,,,,Joe Salisbury,Bart Stevens
2023-wimbledon-3110,2023,wimbledon,3110,Gonzalo Escobar,Simone Bolelli,,,,,,,,,,,Aleksandr Nedovyesov,Andrea Vavassori
2023-wimbledon-3111,2023,wimbledon,3111,Christopher Eubanks,Sadio Doumbia,,,,,,,,,,,J.J. Wolf,Fabien Reboul
2023-wimbledon-3112,2023,wimbledon,3112,Robin Haase,Marcelo Melo,,,,,,,,,,,Philipp Oswald,John Peers
2023-wimbledon-3113,2023,wimbledon,3113,Lloyd Glasspool,Maxime Cressy,,,,,,,,,,,Nicolas Mahut,Andrey Golubev
