match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2,nation_partner1,nation_partner2
2020-frenchopen-3101,2020,frenchopen,3101,Js Cabal,C Denolly,,,,,,,,,,,R Farah,K Jacquet,,
2020-frenchopen-3102,2020,frenchopen,3102,R Lindstedt,R Haase,,,,,,,,,,,J Thompson,J Sousa,,
2020-frenchopen-3103,2020,frenchopen,3103,S Bolelli,S Gonzalez,,,,,,,,,,,M Gonzalez,K Skupski,,
2020-frenchopen-3104,2020,frenchopen,3104,E Couacaud,J Melzer,,,,,,,,,,,A Olivetti,E Roger-Vasselin,,
2020-frenchopen-3105,2020,frenchopen,3105,J Peers,M Kecmanovic,,,,,,,,,,,M Venus,C Ruud,,
2020-frenchopen-3106,2020,frenchopen,3106,F Nielsen,L Sonego,,,,,,,,,,,T Puetz,S Travaglia,,
2020-frenchopen-3107,2020,frenchopen,3107,R Berankis,A Bedene,,,,,,,,,,,Y Nishioka,D Novak,,
2020-frenchopen-3108,2020,frenchopen,3108,H Kontinen,I Dodig,,,,,,,,,,,Jl Struff,F Polasek,,
2020-frenchopen-3109,2020,frenchopen,3109,R Ram,G Barrere,,,,,,,,,,,J Salisbury,Q Halys,,
2020-frenchopen-3110,2020,frenchopen,3110,N Cacic,A De Minaur,,,,,,,,,,,D Lajovic,M Reid,,
2020-frenchopen-3111,2020,frenchopen,3111,M Mcdonald,M Fucsovics,,,,,,,,,,,T Sandgren,C Norrie,,
2020-frenchopen-3112,2020,frenchopen,3112,J Duckworth,J Chardy,,,,,,,,,,,J Millman,F Martin,,
2020-frenchopen-3113,2020,frenchopen,3113,Jj Rojer,C Garin,,,,,,,,,,,H Tecau,P Martinez,,
2020-frenchopen-3114,2020,frenchopen,3114,M Arevalo,G Mager,,,,,,,,,,,J O'Mara,A Ramos-Vinolas,,
2020-frenchopen-3115,2020,frenchopen,3115,A Molteni,S Gille,,,,,,,,,,,H Nys,J Vliegen,,
2020-frenchopen-3116,2020,frenchopen,3116,M Daniell,M Pavic,,,,,,,,,,,P Oswald,B Soares,,
2020-frenchopen-3117,2020,frenchopen,3117,Ph Herbert,M Purcell,,,,,,,,,,,N Mahut,L Saville,,
2020-frenchopen-3118,2020,frenchopen,3118,R Bopanna,V Pospisil,,,,,,,,,,,D Shapovalov,J Sock,,
2020-frenchopen-3119,2020,frenchopen,3119,R Albot,L Mayer,,,,,,,,,,,N Basilashvili,G Pella,,
2020-frenchopen-3120,2020,frenchopen,3120,L Bambridge,W Koolhof,,,,,,,,,,,B Mclachlan,N Mektic,,
2020-frenchopen-3121,2020,frenchopen,3121,A Krajicek,S Kwon,,,,,,,,,,,F Skugor,D Sharan,,
2020-frenchopen-3122,2020,frenchopen,3122,H Gaston,P Cuevas,,,,,,,,,,,U Humbert,F Lopez,,
2020-frenchopen-3123,2020,frenchopen,3123,A Behar,N Monroe,,,,,,,,,,,G Escobar,T Paul,,
2020-frenchopen-3124,2020,frenchopen,3124,A Cazaux,L Kubot,,,,,,,,,,,H Mayot,M Melo,,
2020-frenchopen-3125,2020,frenchopen,3125,K Krawietz,A Bublik,,,,,,,,,,,A Mies,M Kukushkin,,
2020-frenchopen-3126,2020,frenchopen,3126,A Sitak,F Coria,,,,,,,,,,,I Zelenay,D Schwartzman,,
2020-frenchopen-3127,2020,frenchopen,3127,A Mannarino,F Tiafoe,,,,,,,,,,,B Paire,J Withrow,,
2020-frenchopen-3128,2020,frenchopen,3128,B Bonzi,R Klaasen,,,,,,,,,,,A Hoang,O Marach,,
2020-frenchopen-3129,2020,frenchopen,3129,J Murray,Ji Londero,,,,,,,,,,,N Skupski,J Vesely,,
2020-frenchopen-3130,2020,frenchopen,3130,M Guinard,D Inglot,,,,,,,,,,,A Rinderknech,Auh Qureshi,,
2020-frenchopen-3131,2020,frenchopen,3131,D Evans,M Demoliner,,,,,,,,,,,H Hurkacz,M Middelkoop,,
2020-frenchopen-3132,2020,frenchopen,3132,S Johnson,M Granollers,,,,,,,,,,,S Querrey,H Zeballos,,
2020-frenchopen-3201,2020,frenchopen,3201,Js Cabal,R Lindstedt,,,,,,,,,,,R Farah,J Thompson,,
2020-frenchopen-3202,2020,frenchopen,3202,S Bolelli,J Melzer,,,,,,,,,,,M Gonzalez,E Roger-Vasselin,,
2020-frenchopen-3203,2020,frenchopen,3203,J Peers,F Nielsen,,,,,,,,,,,M Venus,T Puetz,,
2020-frenchopen-3204,2020,frenchopen,3204,A Bedene,I Dodig,,,,,,,,,,,D Novak,F Polasek,,
2020-frenchopen-3205,2020,frenchopen,3205,R Ram,A De Minaur,,,,,,,,,,,J Salisbury,M Reid,,
2020-frenchopen-3206,2020,frenchopen,3206,M Fucsovics,J Chardy,,,,,,,,,,,C Norrie,F Martin,,
2020-frenchopen-3207,2020,frenchopen,3207,Jj Rojer,M Arevalo,,,,,,,,,,,H Tecau,J O'Mara,,
2020-frenchopen-3208,2020,frenchopen,3208,A Molteni,M Pavic,,,,,,,,,,,H Nys,B Soares,,
2020-frenchopen-3209,2020,frenchopen,3209,Ph Herbert,V Pospisil,,,,,,,,,,,N Mahut,J Sock,,
2020-frenchopen-3210,2020,frenchopen,3210,L Mayer,W Koolhof,,,,,,,,,,,G Pella,N Mektic,,
2020-frenchopen-3211,2020,frenchopen,3211,A Krajicek,P Cuevas,,,,,,,,,,,F Skugor,F Lopez,,
2020-frenchopen-3212,2020,frenchopen,3212,N Monroe,L Kubot,,,,,,,,,,,T Paul,M Melo,,
2020-frenchopen-3213,2020,frenchopen,3213,K Krawietz,F Coria,,,,,,,,,,,A Mies,D Schwartzman,,
