match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2
2012-wimbledon-1101,2012,wimbledon,1101,Novak Djokovic,Juan Carlos Ferrero,,,,,,,,,,
2012-wimbledon-1102,2012,wimbledon,1102,Ryan Harrison,Yen-Hsun Lu,,,,,,,,,,
2012-wimbledon-1103,2012,wimbledon,1103,Benjamin Becker,James Blake,,,,,,,,,,
2012-wimbledon-1104,2012,wimbledon,1104,Sergiy Stakhovsky,Radek Stepanek,,,,,,,,,,
2012-wimbledon-1116,2012,wimbledon,1116,Ernests Gulbis,Tomas Berdych,,,,,,,,,,
2012-wimbledon-1117,2012,wimbledon,1117,Roger Federer,Albert Ramos,,,,,,,,,,
2012-wimbledon-1122,2012,wimbledon,1122,Grega Zemlja,Josh Goodall,,,,,,,,,,
2012-wimbledon-1124,2012,wimbledon,1124,Paul-Henri Mathieu,Gilles Simon,,,,,,,,,,
2012-wimbledon-1125,2012,wimbledon,1125,John Isner,Alejandro Falla,,,,,,,,,,
2012-wimbledon-1127,2012,wimbledon,1127,Igor Andreev,Oliver Golding,,,,,,,,,,
2012-wimbledon-1129,2012,wimbledon,1129,Mikhail Youzhny,Donald Young,,,,,,,,,,
2012-wimbledon-1132,2012,wimbledon,1132,David Nalbandian,Janko Tipsarevic,,,,,,,,,,
2012-wimbledon-1133,2012,wimbledon,1133,David Ferrer,Dustin Brown,,,,,,,,,,
2012-wimbledon-1136,2012,wimbledon,1136,Jamie Baker,Andy Roddick,,,,,,,,,,
2012-wimbledon-1140,2012,wimbledon,1140,Robin Haase,Juan Martin Del Potro,,,,,,,,,,
2012-wimbledon-1145,2012,wimbledon,1145,Kevin Anderson,Grigor Dimitrov,,,,,,,,,,
2012-wimbledon-1148,2012,wimbledon,1148,Nikolay Davydenko,Andy Murray,,,,,,,,,,
2012-wimbledon-1149,2012,wimbledon,1149,Jo-Wilfried Tsonga,Lleyton Hewitt,,,,,,,,,,
2012-wimbledon-1152,2012,wimbledon,1152,Jurgen Melzer,Stanislas Wawrinka,,,,,,,,,,
2012-wimbledon-1153,2012,wimbledon,1153,Bernard Tomic,David Goffin,,,,,,,,,,
2012-wimbledon-1156,2012,wimbledon,1156,Ruben Ramirez Hidalgo,Mardy Fish,,,,,,,,,,
2012-wimbledon-1157,2012,wimbledon,1157,Feliciano Lopez,Jarkko Nieminen,,,,,,,,,,
2012-wimbledon-1164,2012,wimbledon,1164,Thomaz Bellucci,Rafael Nadal,,,,,,,,,,
2012-wimbledon-1201,2012,wimbledon,1201,Novak Djokovic,Ryan Harrison,,,,,,,,,,
2012-wimbledon-1204,2012,wimbledon,1204,Jeremy Chardy,Juan Monaco,,,,,,,,,,
2012-wimbledon-1205,2012,wimbledon,1205,Nicolas Almagro,Guillaume Rufin,,,,,,,,,,
2012-wimbledon-1206,2012,wimbledon,1206,Ruben Bemelmans,Richard Gasquet,,,,,,,,,,
2012-wimbledon-1207,2012,wimbledon,1207,Florian Mayer,Philipp Petzschner,,,,,,,,,,
2012-wimbledon-1209,2012,wimbledon,1209,Roger Federer,Fabio Fognini,,,,,,,,,,
2012-wimbledon-1210,2012,wimbledon,1210,Michael Russell,Julien Benneteau,,,,,,,,,,
2012-wimbledon-1211,2012,wimbledon,1211,Fernando Verdasco,Grega Zemlja,,,,,,,,,,
2012-wimbledon-1212,2012,wimbledon,1212,Xavier Malisse,Gilles Simon,,,,,,,,,,
2012-wimbledon-1216,2012,wimbledon,1216,Ryan Sweeting,Janko Tipsarevic,,,,,,,,,,
